x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
C,B,A,B,A,B,-0.93,0.22,,1.1,2.07,-0.32,0.6,-3.82
B,B,B,B,A,B,-0.19,0.02,0.7,,0.0,0.63,0.51,-1.11
A,B,D,A,A,A,3.14,-0.27,1.48,0.7,0.68,1.84,0.04,-2.49
C,B,B,A,A,B,0.67,-0.01,,0.08,-0.22,-0.1,0.8,1.32
B,A,C,B,A,B,2.74,0.3,5.14,3.52,5.03,0.49,2.13,0.45
C,A,C,B,B,A,1.98,6.67,-0.62,1.68,0.08,-0.47,0.48,1.55
C,A,B,B,A,A,1.7,0.0,,0.06,0.26,-1.74,0.86,1.4
,B,B,B,A,B,0.26,0.62,0.15,,1.45,1.45,0.79,-2.83
,A,A,A,B,A,1.86,7.12,,,0.11,-0.57,0.69,-3.12
B,B,C,B,B,B,1.43,0.0,3.26,0.77,5.84,-2.32,0.74,1.04
A,B,C,B,A,A,-0.98,0.0,0.28,0.05,2.41,0.33,1.61,0.36
B,C,B,B,A,B,2.14,-0.1,1.87,,5.32,-0.02,1.59,-0.0
A,C,C,B,B,B,-0.05,0.1,-1.2,,-0.25,0.21,1.55,-0.18
B,B,A,B,A,B,0.67,0.11,1.97,,2.13,0.13,0.08,-2.11
,C,B,B,B,B,1.28,0.08,0.94,,0.04,0.42,2.41,0.84
,B,A,,A,B,0.71,-0.03,2.7,1.19,1.5,-0.19,0.57,0.02
,A,B,,A,A,0.22,0.29,,1.82,0.58,-0.73,0.02,0.23
C,C,B,A,B,B,1.04,1.46,,1.06,2.93,-0.94,0.6,0.67
B,C,C,B,A,B,2.92,2.21,1.96,0.04,-0.02,-0.07,1.23,-3.44
A,B,D,B,B,B,0.26,0.08,0.08,,0.88,-1.1,1.71,-2.46
C,B,B,B,B,A,1.35,0.02,,0.67,0.47,-0.37,1.7,-0.11
B,C,C,A,B,B,2.43,0.08,0.69,0.56,0.17,1.17,0.87,-0.89
,B,C,B,B,B,2.05,0.23,0.38,0.07,-0.0,-0.0,1.19,2.42
B,C,A,B,A,B,1.3,2.51,7.74,0.06,-0.11,-0.5,0.49,-1.28
,C,C,B,A,B,0.38,0.26,-1.53,3.49,0.54,0.05,1.97,0.03
,B,C,B,B,A,2.43,0.4,,0.03,3.8,0.7,1.28,1.77
C,A,C,B,B,A,-0.23,0.73,2.58,0.52,1.74,2.7,1.65,0.87
C,C,C,B,A,A,-1.15,0.05,-1.95,0.66,6.2,-0.28,1.11,1.8
C,A,B,B,B,A,0.27,-0.01,1.47,0.02,1.33,-2.93,1.7,0.86
B,C,B,,A,A,1.25,-1.24,6.32,0.11,0.04,0.84,0.77,1.13
B,C,D,A,A,A,1.81,0.0,0.22,0.0,-0.17,0.76,0.03,-0.98
C,A,C,A,A,A,-0.64,-0.04,-2.24,0.33,-0.06,1.12,0.73,2.58
B,B,C,A,B,A,0.06,0.01,-2.28,,-0.12,0.76,0.83,0.89
C,B,D,A,A,A,2.54,0.2,1.21,2.42,4.89,-0.9,0.0,1.91
A,A,A,B,A,B,0.45,0.24,,2.67,1.4,-1.06,0.32,-1.01
A,C,C,B,A,A,1.5,2.44,-1.31,0.21,4.76,2.23,0.2,-0.7
B,B,B,B,A,B,1.54,-0.0,,,0.97,-1.46,0.41,0.69
C,C,C,A,A,A,0.46,0.24,-0.31,0.56,-0.15,0.83,0.07,0.53
B,C,A,A,A,A,2.77,0.03,0.93,0.58,-0.1,1.02,0.75,-0.87
,B,C,B,A,B,1.24,0.01,,0.67,-0.13,-0.7,0.71,-1.9
B,A,B,B,A,B,1.57,0.0,,0.1,0.22,-0.11,0.14,-1.79
B,A,B,B,A,B,1.31,-0.0,1.07,0.08,0.69,1.51,0.79,-0.51
A,A,B,B,A,B,1.24,0.68,,1.86,1.18,0.19,0.92,-2.36
C,A,C,B,B,B,1.17,7.82,,0.51,1.46,-0.78,1.17,0.63
,C,A,B,A,B,-1.22,-0.9,1.85,0.41,0.9,1.81,0.65,-1.75
C,B,A,A,A,B,0.29,0.53,0.61,1.78,1.89,0.24,0.71,1.19
A,B,B,A,A,A,1.54,-0.07,,0.0,-0.21,2.39,0.69,0.06
,C,C,B,A,A,0.07,0.27,,0.97,6.61,0.6,0.79,0.4
A,B,B,B,B,A,0.23,-0.0,-2.02,0.0,0.21,1.09,0.05,-0.1
,B,C,B,A,A,0.04,0.02,1.42,0.16,-0.24,0.82,0.88,0.71
B,B,B,B,A,B,-1.69,-0.02,2.54,0.46,0.65,1.08,0.62,-1.65
A,B,A,B,A,B,0.88,-0.14,2.0,0.0,0.04,-2.26,0.38,0.64
C,C,A,A,B,B,1.21,0.22,-0.31,0.53,1.1,2.67,0.01,1.38
B,C,B,B,B,B,0.89,1.03,1.18,0.87,6.45,-0.23,1.38,2.49
B,A,D,A,A,B,2.05,-0.75,0.25,0.03,-0.19,2.99,1.18,0.11
C,B,B,A,A,A,0.66,-0.02,1.67,0.85,-0.09,-0.41,1.61,1.08
B,B,C,B,A,B,1.75,3.08,1.37,,0.07,-1.44,1.09,0.74
C,B,A,A,A,A,-0.5,0.69,,0.17,4.55,0.72,0.54,1.19
,A,A,B,A,B,0.79,0.79,,4.27,13.23,1.15,0.9,0.07
C,A,D,A,B,A,-0.13,0.1,0.89,,-0.24,1.54,1.51,-1.1
,C,B,A,B,B,0.81,0.0,-0.84,7.14,0.7,1.35,2.71,-3.4
A,C,B,A,A,A,1.72,0.0,,0.89,-0.1,0.62,0.16,-2.37
C,C,C,B,A,A,1.02,0.24,2.56,0.19,0.09,-1.35,1.12,-1.33
A,A,D,B,A,B,3.96,0.82,,,3.0,-1.0,0.3,-1.28
A,A,C,B,A,B,0.08,-0.01,2.01,,0.26,0.55,0.66,-0.96
C,B,C,A,A,B,3.64,9.02,1.52,2.31,0.28,-0.91,0.99,0.27
B,C,D,B,A,A,0.72,-0.01,0.84,0.42,-0.25,0.68,2.76,-1.57
C,C,C,A,A,A,-0.53,-0.91,1.15,0.34,1.17,-0.14,1.3,0.67
A,B,C,B,B,B,1.03,-0.36,-1.5,2.83,-0.19,-0.39,0.61,-1.32
B,C,A,B,A,A,-0.15,0.0,-0.32,2.24,0.11,0.26,1.2,0.39
A,C,C,B,B,A,-0.61,0.06,0.83,3.43,-0.13,2.4,0.94,5.87
B,C,A,B,B,B,0.58,0.12,,0.43,-0.25,-0.18,0.37,0.63
A,A,A,B,A,B,0.95,-7.93,,0.89,0.21,0.3,0.31,1.42
C,C,C,A,B,B,2.27,0.02,1.16,0.09,-0.24,1.83,1.19,2.3
C,B,B,A,A,B,2.59,0.05,-0.83,,0.09,-1.24,0.21,2.1
B,C,C,B,A,A,0.52,0.46,,0.02,1.81,0.94,1.98,-0.16
B,C,C,A,B,A,0.81,0.04,-0.83,0.05,0.19,-0.16,0.68,0.4
B,C,C,B,A,B,1.39,0.54,1.65,4.61,3.63,-1.37,1.81,1.91
A,A,C,B,A,B,3.25,1.87,,,1.12,0.32,0.57,-0.58
B,B,C,B,A,B,0.36,0.84,,,0.71,-1.25,0.87,-0.19
B,A,B,A,A,A,-0.48,-0.0,-2.55,2.04,0.31,2.44,0.69,0.9
C,A,B,B,A,B,3.69,0.13,,2.21,0.13,-2.23,1.15,6.53
C,C,B,A,A,A,-1.04,0.01,,0.0,0.01,1.58,0.37,-0.53
C,C,C,A,B,B,1.59,0.0,-0.14,,-0.17,0.52,1.2,1.44
A,C,C,A,B,B,1.37,0.0,0.57,0.03,-0.08,1.02,2.27,-0.55
A,C,C,B,A,A,-0.59,-0.02,1.28,,2.56,3.16,0.01,-1.32
,C,C,A,A,B,2.04,0.19,,0.06,-0.25,-0.86,0.79,-0.76
C,B,A,B,A,A,-0.65,0.07,,0.94,0.69,1.55,0.64,-1.52
B,A,C,,A,A,2.42,1.51,1.46,,0.51,1.95,1.32,-1.28
A,B,D,A,A,A,2.02,0.41,-1.2,,-0.2,1.8,1.2,-2.5
C,C,A,B,B,B,3.7,0.2,,0.36,-0.19,-1.21,1.01,1.13
,C,C,B,A,A,0.47,-0.02,0.87,0.61,4.75,0.47,0.56,1.17
C,C,B,B,B,A,0.59,0.07,-0.63,1.86,-0.25,-1.39,1.22,-0.11
B,B,C,B,B,A,0.72,-0.27,-1.43,3.52,0.07,0.14,1.12,0.61
B,C,D,B,B,A,0.74,0.03,,0.02,0.08,-0.31,2.38,1.96
A,C,B,A,A,A,-0.28,2.9,,0.38,5.44,-0.66,2.73,0.66
C,C,C,B,A,B,1.18,0.04,,0.72,0.37,0.06,0.74,1.49
B,C,B,B,B,A,0.01,0.03,-0.69,0.24,-0.1,-0.12,1.76,7.45
B,B,B,A,A,B,2.07,0.72,-0.62,0.05,0.43,-0.24,0.28,-0.51
,C,C,B,B,B,1.37,1.53,,0.02,-0.03,-1.61,2.26,1.02
A,A,C,,A,B,1.56,-0.06,,0.03,0.02,0.48,0.97,6.04
B,C,A,A,A,B,0.25,0.21,1.91,0.32,2.32,-1.56,1.48,1.16
C,C,A,B,B,A,3.07,0.24,,0.81,3.93,0.85,1.65,-1.76
A,C,A,B,A,A,-0.77,-0.25,,0.16,1.56,-0.07,0.79,0.9
B,B,B,A,B,B,1.82,-0.05,1.74,0.4,-0.25,1.63,2.53,-1.51
C,C,B,B,B,A,-0.84,0.21,6.95,0.98,-0.19,1.0,1.13,0.07
A,C,C,B,A,A,1.07,-0.5,1.7,1.18,-0.24,-2.95,1.08,-2.92
,B,B,B,B,A,1.21,0.12,1.09,0.86,-0.22,0.12,1.75,-0.17
C,B,A,A,A,B,1.16,-1.12,,,-0.22,1.04,0.5,-0.27
,B,C,B,A,B,1.85,0.14,1.33,0.0,3.85,0.3,0.93,6.75
C,B,A,,B,A,1.05,0.01,,,0.01,1.02,0.73,-0.48
,B,C,B,B,B,0.92,-0.01,3.18,0.15,0.03,0.53,0.24,0.8
C,A,B,B,B,A,0.72,0.03,-0.07,,0.97,1.32,1.31,2.14
B,A,C,A,B,A,-0.33,-0.81,-1.46,1.09,1.23,3.62,1.63,3.6
C,B,B,B,A,B,3.65,5.81,,0.35,6.25,-1.98,0.83,2.03
A,B,A,B,A,A,-1.48,0.01,0.06,0.88,0.25,0.69,0.91,-2.85
B,C,B,B,A,B,0.83,-1.01,2.75,0.92,1.45,-2.48,1.72,2.01
C,B,C,B,A,B,-0.55,-0.0,2.92,1.37,-0.24,-1.18,1.3,-0.26
A,C,A,B,B,A,-0.32,0.12,-1.18,1.45,-0.24,-1.97,2.86,0.78
C,C,C,A,B,B,-0.56,0.04,0.44,0.74,0.27,1.54,0.87,-1.69
B,B,B,A,A,B,4.95,0.6,3.15,1.51,0.49,-3.77,3.11,-1.58
A,C,B,B,A,B,1.58,-0.04,1.69,0.63,0.66,-2.29,0.87,0.41
B,C,A,A,A,A,2.17,0.33,1.04,0.01,-0.25,2.16,0.07,5.46
,C,C,B,A,B,0.0,0.17,0.77,0.81,0.97,-2.54,0.61,-0.64
A,A,B,B,A,A,-0.07,-0.02,0.58,0.26,4.14,0.8,2.51,1.54
C,B,D,B,B,B,5.09,7.79,0.05,,-0.18,-1.14,0.98,-0.59
A,B,B,B,A,A,2.79,0.92,,1.69,0.44,0.31,0.94,1.08
C,B,A,B,A,B,1.66,-0.08,,0.63,-0.22,1.22,0.43,1.85
C,C,A,A,A,B,1.4,-0.13,4.31,2.02,1.31,1.17,0.95,0.86
C,A,B,B,B,B,0.68,0.01,-0.31,0.81,5.32,1.7,0.07,4.28
C,C,B,B,B,B,1.18,-0.0,-0.79,0.01,5.83,1.56,1.6,1.46
A,C,D,B,A,A,-0.5,0.0,,,0.45,1.24,1.04,-0.25
,B,C,B,A,A,1.88,0.01,4.76,0.02,-0.24,-1.09,1.15,-0.6
A,A,C,A,A,B,2.63,1.72,-1.38,0.6,2.14,-0.47,0.02,-1.56
C,A,C,A,A,B,1.9,0.0,,0.08,-0.16,0.96,0.75,0.62
C,B,B,A,A,A,2.37,-6.15,,0.34,0.27,0.06,1.21,3.79
B,B,C,B,B,B,2.56,0.15,-1.33,0.01,0.92,-1.45,0.58,-1.15
A,C,C,B,A,B,-0.26,-0.46,-1.49,0.03,-0.14,-0.25,0.49,-1.5
B,B,A,A,A,A,2.06,0.1,,1.28,1.73,3.67,0.81,-2.15
B,B,C,,B,B,-0.36,0.0,-1.18,4.07,0.23,-1.36,0.7,0.12
B,C,C,A,B,B,1.65,-0.09,,0.33,1.51,-0.4,1.09,5.07
C,B,A,B,A,A,1.55,1.21,1.12,0.19,16.38,2.32,1.0,0.16
,C,C,B,B,B,1.18,0.14,,,-0.11,-1.43,2.02,0.45
B,A,D,B,A,A,-0.67,0.0,-0.46,0.4,4.22,-1.04,1.76,1.39
C,B,B,A,A,A,0.03,-0.13,,,1.2,-0.03,0.4,-0.84
B,B,C,A,B,A,0.98,0.16,-3.5,0.26,2.59,2.2,0.86,0.18
C,C,B,B,B,A,1.63,1.76,-1.35,2.92,0.08,0.2,0.77,0.02
B,A,C,A,A,B,1.52,-0.0,-1.63,0.26,0.4,-1.79,1.13,-1.59
C,B,A,B,B,A,2.01,0.0,0.58,3.71,-0.24,-1.39,2.5,0.09
B,C,B,A,B,A,3.23,4.93,-1.09,0.01,0.15,-0.7,0.43,-0.98
A,C,A,A,A,B,5.6,-0.0,-0.28,,3.32,-0.37,0.19,-0.84
C,C,B,B,B,B,1.17,0.67,1.4,,2.13,-0.5,1.11,1.85
B,A,C,B,A,B,1.21,1.99,1.07,0.66,0.77,-0.03,1.7,-0.06
C,B,C,B,A,A,-1.36,-0.02,2.11,0.12,6.22,0.97,1.52,-0.97
B,B,B,B,A,A,-1.19,0.0,1.37,6.53,0.95,3.13,0.03,1.06
B,A,C,B,A,A,0.96,-0.01,8.64,0.77,4.35,1.49,0.86,2.14
C,A,C,B,B,A,1.38,-0.08,-2.28,0.15,5.0,0.85,2.53,1.13
B,C,A,B,A,A,-2.4,0.21,-0.06,,4.88,-0.39,0.49,0.13
,B,C,B,A,B,-0.59,0.03,,1.1,3.97,-0.94,2.11,0.94
A,C,B,B,A,A,-1.64,-0.02,6.79,0.31,1.15,1.53,2.22,1.54
A,B,C,A,A,B,2.9,0.01,2.05,0.0,0.09,0.04,1.39,-0.1
C,A,A,B,A,B,2.42,0.0,,1.6,1.45,-2.78,1.7,-0.27
B,C,B,B,A,B,-0.89,-0.26,2.19,4.69,-0.22,-0.28,3.52,1.38
A,B,C,B,A,B,5.03,-0.19,,0.35,-0.1,-2.55,1.66,-2.39
C,B,B,B,A,B,2.73,2.97,,2.34,10.01,-2.01,0.15,0.49
A,B,B,B,A,A,-0.61,0.0,-1.74,0.3,0.99,-0.05,0.9,1.29
C,C,D,B,A,B,3.08,1.56,,3.69,2.16,1.85,0.59,0.24
A,B,D,B,B,B,3.83,0.34,-0.33,0.03,-0.21,0.02,1.04,-0.76
B,A,C,B,B,A,-0.81,0.3,2.27,1.95,2.83,-0.9,0.91,-1.42
B,C,C,B,A,A,0.69,-0.1,,1.38,-0.25,0.89,2.58,1.01
A,A,B,B,A,B,-0.49,-0.0,1.13,,-0.12,-0.02,1.26,1.07
C,B,B,A,A,B,0.82,-0.0,2.03,0.58,1.11,0.15,0.5,1.54
C,C,B,,A,A,1.98,1.28,3.37,0.09,-0.15,0.4,0.98,0.3
B,C,C,B,B,A,1.2,-0.0,0.44,2.17,0.55,0.23,1.17,-0.44
,C,A,B,A,B,1.83,-0.45,2.97,0.54,-0.23,-0.97,0.93,-3.23
C,A,B,B,A,A,-0.27,0.0,,0.79,-0.16,1.25,1.1,-0.03
B,C,B,B,B,B,1.7,3.83,-2.01,,9.97,-0.73,3.13,-0.41
B,C,C,B,B,A,0.12,0.06,-0.73,0.11,0.45,-0.22,3.04,-1.39
,B,A,B,A,B,0.3,-0.05,2.0,0.05,0.63,-0.9,0.17,0.93
C,A,C,B,B,A,1.78,5.02,-0.05,0.0,1.49,-0.21,3.41,2.3
C,A,D,B,A,B,0.32,0.31,,0.21,1.82,-1.39,0.33,0.9
B,C,C,B,A,A,-0.46,1.46,,,0.86,-0.88,1.44,-2.35
C,C,C,A,B,A,1.01,0.38,,2.95,0.14,1.03,0.93,1.45
,B,B,B,A,B,1.6,-0.0,1.77,,-0.16,-1.37,0.16,-1.23
A,A,B,B,A,A,0.55,-0.5,,0.42,-0.15,-0.33,2.45,-0.79
C,C,C,A,A,A,0.86,-0.0,,1.87,-0.03,1.16,0.08,2.37
A,C,A,A,B,A,0.66,-0.6,,0.05,1.05,-1.6,0.1,5.92
A,A,B,,B,B,0.99,-2.09,0.04,1.12,0.01,-0.72,0.02,-1.37
A,C,A,B,A,A,0.33,-0.27,2.96,0.68,-0.17,0.85,1.1,-3.35
C,B,C,B,A,B,1.2,0.07,,,-0.02,-0.55,1.6,2.83
B,A,B,B,B,B,-0.94,0.01,,0.63,-0.16,1.99,1.95,2.07
,C,C,B,A,A,-0.48,0.33,-0.83,0.8,2.0,4.61,0.87,0.04
B,C,D,B,A,A,1.34,0.0,,0.7,-0.25,-0.28,1.0,-0.89
C,B,C,B,B,A,0.33,3.99,0.94,,-0.22,-0.01,0.35,-2.46
A,C,D,B,A,A,-0.35,-0.03,1.58,0.03,1.11,-0.4,2.02,-1.81
C,B,B,B,B,B,-1.3,0.08,,0.48,1.0,1.57,0.58,0.35
C,A,C,B,B,A,0.7,0.65,0.64,0.13,-0.22,1.76,0.52,-1.66
B,C,B,B,B,A,0.59,0.35,,,1.69,-1.16,2.92,0.32
A,A,A,A,A,A,-0.3,-0.7,,,-0.24,0.88,2.17,-1.26
A,C,B,B,A,B,2.28,0.22,,,1.83,-0.68,1.61,-1.98
B,A,A,A,A,B,0.36,0.0,,1.64,-0.05,1.44,0.39,2.02
C,B,C,B,A,A,0.34,-0.0,1.78,0.86,1.14,0.39,0.62,0.27
B,C,C,B,A,A,0.39,1.82,,0.29,0.16,0.5,0.63,0.43
C,A,C,B,A,A,-1.95,0.0,,0.0,3.41,-0.34,1.81,0.95
B,C,B,B,B,B,-1.22,-0.09,-2.08,,-0.24,-2.45,1.29,2.71
,B,C,A,B,B,-0.1,0.16,,0.07,-0.25,1.14,0.79,1.52
A,C,B,B,B,A,1.71,-3.81,,0.02,4.65,-0.04,0.29,1.74
C,C,C,B,A,A,1.9,0.53,,0.73,1.05,1.97,0.79,0.47
B,C,B,B,A,B,2.52,0.27,5.88,,-0.24,-1.61,1.09,-0.33
A,C,B,A,A,A,0.19,-0.0,-1.04,0.67,0.28,0.91,1.65,-1.27
A,B,C,A,A,A,2.48,0.32,0.61,0.04,7.19,-0.84,0.92,-1.34
B,C,C,,A,B,2.63,0.02,1.41,,0.37,-1.2,1.5,2.73
,C,A,B,A,B,0.91,0.0,-0.59,,4.61,-0.84,2.03,3.15
A,C,C,B,A,A,-1.43,0.03,-0.56,,7.36,0.87,0.25,-1.97
A,B,C,A,A,A,-0.04,-2.36,-2.35,0.67,0.53,0.54,0.74,0.16
C,C,C,B,A,A,-0.4,-0.15,1.6,,1.59,0.93,0.29,4.0
C,B,D,B,B,A,1.5,0.74,0.59,0.04,-0.24,-2.36,1.14,1.44
A,B,C,B,A,B,2.92,0.4,2.12,2.42,-0.09,0.09,0.28,-2.91
A,B,B,B,A,B,0.53,-0.0,,,0.23,-1.55,0.01,0.89
A,C,B,B,A,B,0.75,0.0,,0.03,0.48,-1.15,1.79,-0.47
B,C,C,B,B,A,2.91,2.22,,,0.55,1.8,0.0,6.81
C,C,B,B,A,B,2.23,1.73,0.12,4.99,2.69,1.29,0.81,0.53
C,B,A,B,A,B,1.04,-0.68,,,-0.2,1.64,2.28,1.39
A,C,C,A,A,B,2.9,0.41,1.65,,1.39,0.44,1.82,-0.78
,C,A,B,A,A,-1.19,-0.01,0.37,0.08,0.38,2.11,0.83,0.64
C,B,C,B,B,B,1.55,0.92,-2.19,0.13,-0.23,-1.68,1.66,2.46
A,C,A,B,B,B,1.69,0.02,1.35,1.7,-0.02,0.01,1.23,-3.2
C,C,A,B,A,A,2.15,0.25,2.26,0.0,2.66,0.82,0.97,0.78
C,C,C,B,B,A,1.11,0.16,-0.38,0.15,3.95,3.13,1.59,1.64
B,C,A,A,B,B,1.96,-0.92,,1.07,2.01,0.4,1.02,1.09
C,B,C,A,A,B,5.0,0.11,1.03,0.52,3.0,-0.06,0.14,-0.08
B,C,B,A,B,B,2.07,0.0,,0.07,-0.07,0.04,0.68,1.18
B,A,A,B,A,A,-1.02,-0.13,-0.97,0.05,2.74,1.87,0.18,-0.06
B,A,C,B,A,B,2.78,0.65,1.67,0.43,2.49,-1.67,1.04,-0.04
A,A,A,A,A,B,0.44,0.73,,0.0,3.44,-1.76,0.5,-0.34
,C,C,B,A,A,0.87,0.27,-0.85,3.57,7.7,1.15,1.62,-0.36
C,A,C,B,B,A,-0.22,-0.0,-1.57,0.94,0.51,-0.48,0.09,2.11
C,B,C,B,B,B,0.53,2.84,,0.05,-0.23,2.7,0.54,-0.53
C,C,A,B,B,B,-0.25,0.8,-0.54,,-0.18,-1.34,0.68,-1.75
,A,C,B,A,B,2.88,0.29,3.87,1.12,7.46,-0.15,1.61,0.12
C,B,B,B,A,A,0.03,0.0,-1.98,0.3,5.93,-2.54,0.18,0.63
,B,B,B,B,B,1.71,0.61,,0.27,-0.1,-1.61,1.57,1.45
C,C,D,B,A,A,0.6,0.16,,0.53,-0.23,0.15,0.3,0.04
,C,B,B,B,A,-1.27,2.09,0.82,0.42,3.35,3.17,2.31,1.19
C,B,A,B,A,A,0.09,-0.05,1.3,,9.75,-2.68,0.73,0.73
C,C,B,,A,A,0.88,0.01,-0.13,,3.41,0.7,0.97,0.33
A,B,C,,A,B,0.08,-0.21,-0.62,1.09,-0.11,0.47,1.3,-1.75
B,B,B,B,A,A,-0.11,-1.83,,0.41,2.38,-1.04,1.03,-0.37
A,B,C,B,A,B,-1.78,-0.08,3.94,0.85,-0.25,-1.95,1.05,0.39
B,B,B,B,B,A,0.3,-0.01,1.2,,0.84,-0.57,1.54,2.34
B,C,A,B,A,A,0.17,-0.0,0.83,1.19,6.84,-0.63,1.11,3.62
C,C,B,B,A,A,2.62,0.31,3.43,5.2,6.82,1.61,2.73,2.23
B,C,B,A,B,B,1.55,0.22,-0.54,0.0,-0.23,-1.05,0.65,0.2
C,B,B,B,A,B,-1.03,-0.19,0.12,4.3,0.15,-1.62,1.85,1.61
A,A,B,B,A,B,0.32,0.0,1.01,6.94,6.02,1.03,3.77,0.6
,B,B,B,B,B,0.76,-0.03,0.23,1.14,-0.22,-1.12,0.28,0.18
B,A,C,B,A,B,1.34,2.53,,0.1,-0.01,-0.78,0.07,-1.71
B,C,C,A,B,A,2.52,1.49,-0.15,,1.39,-0.68,0.78,-3.75
B,B,C,A,A,B,1.17,0.05,5.95,0.35,-0.19,-0.01,0.03,7.11
C,C,B,A,A,A,1.29,0.04,,0.01,1.18,2.2,0.56,1.89
A,C,B,B,B,B,0.76,1.42,-0.28,0.18,-0.24,-1.33,1.1,-1.56
C,B,C,,B,B,0.35,-0.0,0.81,0.06,0.48,0.55,0.85,1.37
B,C,B,B,A,A,0.02,-0.3,,,2.15,-0.43,0.91,2.42
C,C,A,B,B,B,1.82,0.0,,,1.26,-1.33,0.39,2.0
B,C,C,A,B,B,2.61,0.42,-0.36,,0.83,-1.42,1.1,0.26
B,A,C,A,B,A,1.33,0.0,1.77,0.99,5.11,1.92,0.51,-1.53
A,C,A,B,A,B,2.57,7.64,,0.0,8.56,1.67,0.22,-0.58
A,A,B,B,A,A,2.53,0.4,,,0.38,-1.42,0.24,-2.04
A,A,C,B,A,A,1.14,-0.11,4.5,,0.38,-2.83,1.05,-0.12
A,C,A,B,A,A,0.07,-0.04,,0.6,-0.19,0.37,1.89,1.1
C,C,B,B,A,B,0.97,0.25,,,3.67,1.31,2.04,0.6
A,C,A,B,A,B,1.31,0.03,,0.74,11.16,0.44,0.26,-2.26
C,B,B,B,A,A,2.2,0.37,1.06,0.03,3.45,1.19,1.24,0.59
A,C,C,A,A,B,1.23,0.01,,0.09,4.78,-1.79,1.21,-2.95
,C,B,B,A,A,0.05,-0.03,-0.2,2.59,0.23,-2.87,0.27,-1.4
,B,B,B,A,A,-0.8,0.24,,2.9,4.29,1.12,0.23,0.78
C,C,A,B,A,B,0.97,-1.17,1.61,0.47,-0.23,-0.65,0.2,2.28
C,B,D,A,B,A,2.23,0.44,1.75,0.57,0.69,1.78,0.15,-0.86
C,A,B,A,B,A,2.68,-0.22,-1.4,0.01,2.34,-0.02,0.11,-1.19
B,B,C,B,B,B,0.59,-0.07,,0.0,-0.2,-2.62,2.0,1.68
A,C,C,B,A,B,-1.16,-0.36,,2.38,1.79,0.68,2.83,0.42
A,C,A,B,A,B,-0.57,0.65,0.42,0.01,1.07,-1.33,1.06,-0.62
B,A,A,B,A,A,-0.2,-0.56,0.64,0.42,0.05,-0.86,1.07,0.7
C,A,A,,B,A,-0.28,2.03,-2.72,2.35,-0.15,0.22,0.46,2.13
A,A,C,B,A,B,3.2,-0.09,1.74,2.74,-0.25,-1.31,0.12,1.43
A,A,C,B,A,B,1.03,0.0,0.24,2.58,2.33,-0.34,1.56,0.5
C,B,A,A,A,A,2.46,-0.03,2.27,0.84,5.71,-0.04,0.61,1.11
C,A,C,A,A,A,3.64,0.02,,3.52,0.6,1.26,2.67,0.83
C,C,C,B,B,B,0.65,0.63,,0.02,-0.04,-0.11,0.54,1.49
C,B,B,A,A,B,1.18,0.04,2.14,0.02,2.06,0.1,0.6,0.93
C,C,C,B,B,A,1.33,5.42,-0.1,3.1,0.57,-2.95,1.13,-2.49
B,C,B,B,A,A,2.69,0.14,1.49,2.96,0.35,-1.12,0.76,-1.38
B,B,C,A,A,B,-2.09,-0.07,0.99,,-0.03,-0.27,0.62,1.86
A,C,B,A,A,A,0.26,0.13,,0.23,0.2,-0.19,1.21,-1.95
C,A,B,B,A,A,2.17,0.15,2.14,0.64,6.76,1.02,1.05,-0.5
B,A,C,B,B,B,1.44,0.67,-0.16,0.98,3.44,-0.75,1.75,-0.56
,A,D,B,A,B,0.05,-0.42,,0.37,-0.13,-1.08,1.37,0.38
A,A,C,B,A,B,0.85,-0.0,-0.24,0.27,3.79,-1.73,1.28,-0.98
A,C,C,B,A,A,1.48,0.34,,0.21,3.61,0.58,1.07,-0.7
A,B,B,A,A,B,-0.14,-0.0,1.36,,1.58,3.06,0.44,7.49
B,A,B,B,B,B,1.18,0.0,,0.25,1.86,-0.91,3.67,2.16
C,B,C,B,A,B,-0.24,0.04,,0.45,3.37,1.0,0.42,-1.63
A,B,B,B,A,B,-0.2,0.0,1.75,0.0,0.19,-3.83,0.09,-0.65
A,C,C,B,A,A,0.06,0.03,0.78,0.07,0.52,1.26,0.63,-1.64
A,A,B,B,A,B,0.47,0.01,1.61,2.59,-0.14,-2.13,0.42,0.54
,C,B,A,A,A,-0.29,-0.7,,2.03,-0.2,1.39,0.2,0.74
C,C,C,B,B,B,0.52,-0.01,,0.57,-0.16,0.21,2.05,1.38
B,B,B,A,A,B,0.79,-0.0,-0.68,0.04,0.06,0.77,0.88,2.3
A,B,B,B,A,A,0.54,-0.07,,,3.37,1.3,0.21,0.63
,A,C,A,A,B,0.28,0.1,,0.11,2.15,0.05,2.08,-0.55
C,A,C,A,B,A,0.59,0.26,7.03,0.08,0.86,3.03,1.09,-0.99
C,A,D,B,A,A,0.21,-0.14,2.4,0.01,1.37,-1.22,2.0,1.46
C,A,B,B,A,B,1.34,0.0,1.79,1.23,0.75,0.54,0.59,0.53
B,B,B,A,B,B,0.36,0.89,-2.18,1.27,8.46,-0.17,1.81,0.99
C,A,B,A,A,B,2.25,0.18,,,-0.18,-0.39,1.75,-0.65
A,C,C,B,A,A,-1.53,-1.36,,2.68,0.01,2.85,2.07,-0.84
